,Date_Fact,item_ID,Stock,Site,Cnt,Date_plan,SWAP,NS,difference
32718,2021-03-12,144.022.000810,СЗ,78_04296,12.0,2021-09-13,0.0,1.0,-185
32719,2021-03-12,144.022.000810,СЗ,78_04296,12.0,2021-09-13,0.0,1.0,-185
32720,2021-03-12,144.022.000810,СЗ,78_04296,12.0,2021-09-13,0.0,1.0,-185
32721,2021-03-12,144.022.000810,СЗ,78_04296,12.0,2021-09-13,0.0,1.0,-185
32722,2021-03-12,144.022.000810,СЗ,78_04296,12.0,2021-09-13,0.0,1.0,-185
32723,2021-03-18,144.022.000722,СЗ,78_04296,1.0,2021-09-13,0.0,1.0,-179
32724,2021-03-18,144.022.000722,СЗ,78_04296,1.0,2021-09-13,0.0,1.0,-179
32725,2021-03-18,144.022.000722,СЗ,78_04296,1.0,2021-09-13,0.0,1.0,-179
32726,2021-03-18,144.022.000722,СЗ,78_04296,1.0,2021-09-13,0.0,1.0,-179
32727,2021-03-18,144.022.000722,СЗ,78_04296,1.0,2021-09-13,0.0,1.0,-179
32728,2021-03-18,144.022.000722,СЗ,78_04296,1.0,2021-09-13,0.0,1.0,-179
32729,2021-03-18,144.022.000722,СЗ,78_04296,1.0,2021-09-13,0.0,1.0,-179
32730,2021-03-12,249.346.000369,СЗ,78_0631,1.0,2021-09-23,0.0,1.0,-195
32731,2021-03-12,249.346.000369,СЗ,78_0677,1.0,2021-06-27,0.0,1.0,-107
32732,2021-03-12,249.346.000369,СЗ,78_0677,1.0,2021-06-27,0.0,1.0,-107
32733,2021-03-12,249.346.000369,СЗ,78_0677,1.0,2021-11-23,0.0,1.0,-256
32734,2021-03-15,132.346.000713,СЗ,10_00114,24.0,2021-11-20,0.0,1.0,-250
32735,2021-03-15,132.346.000713,СЗ,10_00114,24.0,2021-11-20,0.0,1.0,-250
32736,2021-03-15,132.346.000713,СЗ,10_00114,24.0,2021-11-20,0.0,1.0,-250
32737,2021-03-15,144.022.000809,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32738,2021-03-15,144.022.000809,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32739,2021-03-15,144.022.000809,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32740,2021-03-15,143.022.002032,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32741,2021-03-15,143.022.002032,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32742,2021-03-15,143.022.002032,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32743,2021-03-15,144.022.000806,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32744,2021-03-15,144.022.000806,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32745,2021-03-15,144.022.000806,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32746,2021-03-15,151.346.001076,СЗ,10_00114,4.0,2021-11-20,0.0,1.0,-250
32747,2021-03-15,151.346.001076,СЗ,10_00114,4.0,2021-11-20,0.0,1.0,-250
32748,2021-03-15,151.346.001076,СЗ,10_00114,4.0,2021-11-20,0.0,1.0,-250
32749,2021-03-15,145.022.000029,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32750,2021-03-15,145.022.000029,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32751,2021-03-15,145.022.000029,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32752,2021-03-15,144.022.000810,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32753,2021-03-15,144.022.000810,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32754,2021-03-15,144.022.000810,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32755,2021-03-15,144.022.000805,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32756,2021-03-15,144.022.000805,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32757,2021-03-15,144.022.000805,СЗ,10_00114,3.0,2021-11-20,0.0,1.0,-250
32758,2021-03-15,144.022.000771,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32759,2021-03-15,144.022.000771,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32760,2021-03-15,144.022.000771,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32761,2021-03-15,239.020.000086,СЗ,10_00114,228.0,2021-11-20,0.0,1.0,-250
32762,2021-03-15,239.020.000086,СЗ,10_00114,228.0,2021-11-20,0.0,1.0,-250
32763,2021-03-15,239.020.000086,СЗ,10_00114,228.0,2021-11-20,0.0,1.0,-250
32764,2021-03-15,212.346.002604,СЗ,10_00114,74.0,2021-11-20,0.0,1.0,-250
32765,2021-03-15,212.346.002604,СЗ,10_00114,74.0,2021-11-20,0.0,1.0,-250
32766,2021-03-15,212.346.002604,СЗ,10_00114,74.0,2021-11-20,0.0,1.0,-250
32767,2021-03-15,277.346.000135,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32768,2021-03-15,277.346.000135,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32769,2021-03-15,277.346.000135,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-250
32770,2021-03-19,181.022.000001,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-246
32771,2021-03-19,181.022.000001,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-246
32772,2021-03-19,181.022.000001,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-246
32773,2021-03-19,181.022.000001,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-246
32774,2021-03-19,181.022.000001,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-246
32775,2021-03-19,181.022.000001,СЗ,10_00114,1.0,2021-11-20,0.0,1.0,-246
32776,2021-03-15,144.022.000810,СЗ,60_0013,1.0,2021-05-01,0.0,1.0,-47
32777,2021-03-15,248.346.000221,СЗ,60_0013,160.0,2021-05-01,0.0,1.0,-47
32778,2021-03-15,238.346.000734,СЗ,60_0013,27.0,2021-05-01,0.0,1.0,-47
32779,2021-03-15,145.022.000011,СЗ,60_0013,3.0,2021-05-01,0.0,1.0,-47
32780,2021-03-15,144.022.000809,СЗ,60_0013,1.0,2021-05-01,0.0,1.0,-47
32781,2021-03-15,144.022.000812,СЗ,60_0013,1.0,2021-05-01,0.0,1.0,-47
32782,2021-03-15,144.022.000853,СЗ,60_0013,1.0,2021-05-01,0.0,1.0,-47
32783,2021-03-15,238.346.000734,СЗ,60_0008,27.0,2021-05-13,0.0,1.0,-59
32784,2021-03-15,144.022.000810,СЗ,60_0008,3.0,2021-05-13,0.0,1.0,-59
32785,2021-03-15,145.022.000011,СЗ,60_0008,3.0,2021-05-13,0.0,1.0,-59
32786,2021-03-15,144.022.000853,СЗ,60_0008,1.0,2021-05-13,0.0,1.0,-59
32787,2021-03-15,248.346.000221,СЗ,60_0008,120.0,2021-05-13,0.0,1.0,-59
32788,2021-03-15,238.346.000684,СЗ,60_00083,24.0,2021-05-11,0.0,1.0,-57
32789,2021-03-15,145.346.000404,СЗ,60_00083,3.0,2021-05-11,0.0,1.0,-57
32790,2021-03-15,144.022.000771,СЗ,60_00083,1.0,2021-05-11,0.0,1.0,-57
32791,2021-03-15,248.346.000221,СЗ,60_00083,135.0,2021-05-11,0.0,1.0,-57
32792,2021-03-15,144.022.000810,СЗ,60_00083,3.0,2021-05-11,0.0,1.0,-57
32793,2021-03-15,238.346.000684,СЗ,60_0017,27.0,2021-05-30,0.0,1.0,-76
32794,2021-03-15,248.346.000221,СЗ,60_0017,120.0,2021-05-30,0.0,1.0,-76
32795,2021-03-15,144.022.000810,СЗ,60_0017,3.0,2021-05-30,0.0,1.0,-76
32796,2021-03-15,145.346.000405,СЗ,60_0017,3.0,2021-05-30,0.0,1.0,-76
32797,2021-03-15,144.022.000853,СЗ,60_0017,1.0,2021-05-30,0.0,1.0,-76
32798,2021-03-15,238.346.000684,СЗ,60_0209,27.0,2021-06-05,0.0,1.0,-82
32799,2021-03-15,144.022.000810,СЗ,60_0209,3.0,2021-06-05,0.0,1.0,-82
32800,2021-03-15,248.346.000221,СЗ,60_0209,120.0,2021-06-05,0.0,1.0,-82
32801,2021-03-15,145.346.000405,СЗ,60_0209,3.0,2021-06-05,0.0,1.0,-82
32802,2021-03-15,144.022.000853,СЗ,60_0209,1.0,2021-06-05,0.0,1.0,-82
32803,2021-03-16,144.022.000853,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32804,2021-03-16,144.022.000853,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32805,2021-03-16,144.022.000853,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32806,2021-03-16,181.346.000357,СЗ,78_03703,4.0,2021-06-27,0.0,1.0,-103
32807,2021-03-16,181.346.000357,СЗ,78_03703,4.0,2021-06-27,0.0,1.0,-103
32808,2021-03-16,181.346.000357,СЗ,78_03703,4.0,2021-06-27,0.0,1.0,-103
32809,2021-03-16,161.346.000100,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32810,2021-03-16,161.346.000100,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32811,2021-03-16,161.346.000100,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32812,2021-03-16,181.346.000357,СЗ,78_03703,4.0,2021-06-27,0.0,1.0,-103
32813,2021-03-16,181.346.000357,СЗ,78_03703,4.0,2021-06-27,0.0,1.0,-103
32814,2021-03-16,181.346.000357,СЗ,78_03703,4.0,2021-06-27,0.0,1.0,-103
32815,2021-03-16,219.022.000028,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32816,2021-03-16,219.022.000028,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32817,2021-03-16,219.022.000028,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32818,2021-03-16,157.346.000097,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32819,2021-03-16,157.346.000097,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32820,2021-03-16,157.346.000097,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32821,2021-03-16,239.022.000060,СЗ,78_03703,16.0,2021-06-27,0.0,1.0,-103
32822,2021-03-16,239.022.000060,СЗ,78_03703,16.0,2021-06-27,0.0,1.0,-103
32823,2021-03-16,239.022.000060,СЗ,78_03703,16.0,2021-06-27,0.0,1.0,-103
32824,2021-03-16,132.346.000714,СЗ,78_03703,36.0,2021-06-27,0.0,1.0,-103
32825,2021-03-16,132.346.000714,СЗ,78_03703,36.0,2021-06-27,0.0,1.0,-103
32826,2021-03-16,132.346.000714,СЗ,78_03703,36.0,2021-06-27,0.0,1.0,-103
32827,2021-03-16,243.346.001228,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32828,2021-03-16,243.346.001228,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32829,2021-03-16,243.346.001228,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32830,2021-03-16,239.022.000060,СЗ,78_03703,117.0,2021-06-27,0.0,1.0,-103
32831,2021-03-16,239.022.000060,СЗ,78_03703,117.0,2021-06-27,0.0,1.0,-103
32832,2021-03-16,239.022.000060,СЗ,78_03703,117.0,2021-06-27,0.0,1.0,-103
32833,2021-03-16,181.022.000001,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32834,2021-03-16,181.022.000001,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32835,2021-03-16,181.022.000001,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32836,2021-03-16,244.022.000030,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32837,2021-03-16,244.022.000030,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32838,2021-03-16,244.022.000030,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32839,2021-03-16,244.022.000029,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32840,2021-03-16,244.022.000029,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32841,2021-03-16,244.022.000029,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32842,2021-03-16,144.022.000819,СЗ,78_03703,9.0,2021-06-27,0.0,1.0,-103
32843,2021-03-16,144.022.000819,СЗ,78_03703,9.0,2021-06-27,0.0,1.0,-103
32844,2021-03-16,144.022.000819,СЗ,78_03703,9.0,2021-06-27,0.0,1.0,-103
32845,2021-03-16,219.022.000027,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32846,2021-03-16,219.022.000027,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32847,2021-03-16,219.022.000027,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32848,2021-03-16,145.022.000029,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32849,2021-03-16,145.022.000029,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32850,2021-03-16,145.022.000029,СЗ,78_03703,3.0,2021-06-27,0.0,1.0,-103
32851,2021-03-16,244.346.000540,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32852,2021-03-16,244.346.000540,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32853,2021-03-16,244.346.000540,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32854,2021-03-16,244.022.000033,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32855,2021-03-16,244.022.000033,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32856,2021-03-16,244.022.000033,СЗ,78_03703,2.0,2021-06-27,0.0,1.0,-103
32857,2021-03-16,143.022.001958,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32858,2021-03-16,143.022.001958,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32859,2021-03-16,143.022.001958,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32860,2021-03-16,144.022.000866,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32861,2021-03-16,144.022.000866,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32862,2021-03-16,144.022.000866,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32863,2021-03-16,248.346.000221,СЗ,78_03703,99.0,2021-06-27,0.0,1.0,-103
32864,2021-03-16,248.346.000221,СЗ,78_03703,99.0,2021-06-27,0.0,1.0,-103
32865,2021-03-16,248.346.000221,СЗ,78_03703,99.0,2021-06-27,0.0,1.0,-103
32866,2021-03-16,181.022.000001,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32867,2021-03-16,181.022.000001,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32868,2021-03-16,181.022.000001,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32869,2021-03-16,157.346.000097,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32870,2021-03-16,157.346.000097,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32871,2021-03-16,157.346.000097,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32872,2021-03-16,161.346.000099,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32873,2021-03-16,161.346.000099,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32874,2021-03-16,161.346.000099,СЗ,78_03703,1.0,2021-06-27,0.0,1.0,-103
32875,2021-03-16,277.346.000093,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32876,2021-03-16,277.346.000093,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32877,2021-03-16,243.022.000206,СЗ,78_04195,3.0,2021-11-01,0.0,1.0,-230
32878,2021-03-16,243.022.000206,СЗ,78_04195,3.0,2021-11-01,0.0,1.0,-230
32879,2021-03-16,161.346.000115,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32880,2021-03-16,161.346.000115,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32881,2021-03-16,132.346.000713,СЗ,78_04195,6.0,2021-11-01,0.0,1.0,-230
32882,2021-03-16,132.346.000713,СЗ,78_04195,6.0,2021-11-01,0.0,1.0,-230
32883,2021-03-16,157.346.000108,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32884,2021-03-16,157.346.000108,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32885,2021-03-16,160.346.000035,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32886,2021-03-16,160.346.000035,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32887,2021-03-16,238.022.000060,СЗ,78_04195,60.0,2021-11-01,0.0,1.0,-230
32888,2021-03-16,238.022.000060,СЗ,78_04195,60.0,2021-11-01,0.0,1.0,-230
32889,2021-03-16,144.022.000806,СЗ,78_04195,3.0,2021-11-01,0.0,1.0,-230
32890,2021-03-16,144.022.000806,СЗ,78_04195,3.0,2021-11-01,0.0,1.0,-230
32891,2021-03-16,161.346.000116,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32892,2021-03-16,161.346.000116,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32893,2021-03-16,238.022.000060,СЗ,78_04195,40.0,2021-11-01,0.0,1.0,-230
32894,2021-03-16,238.022.000060,СЗ,78_04195,40.0,2021-11-01,0.0,1.0,-230
32895,2021-03-16,248.346.000221,СЗ,78_04195,120.0,2021-11-01,0.0,1.0,-230
32896,2021-03-16,248.346.000221,СЗ,78_04195,120.0,2021-11-01,0.0,1.0,-230
32897,2021-03-16,160.346.000035,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32898,2021-03-16,160.346.000035,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32899,2021-03-16,143.022.002086,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32900,2021-03-16,143.022.002086,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32901,2021-03-16,157.346.000108,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32902,2021-03-16,157.346.000108,СЗ,78_04195,1.0,2021-11-01,0.0,1.0,-230
32903,2021-03-16,761.889.000337,СЗ,78_04195,3.0,2021-11-01,0.0,1.0,-230
32904,2021-03-16,761.889.000337,СЗ,78_04195,3.0,2021-11-01,0.0,1.0,-230
32905,2021-03-16,761.889.000337,СЗ,78_04196,3.0,2021-11-02,0.0,1.0,-231
32906,2021-03-16,761.889.000337,СЗ,78_04196,3.0,2021-11-02,0.0,1.0,-231
32907,2021-03-16,144.022.000806,СЗ,78_04196,3.0,2021-11-02,0.0,1.0,-231
32908,2021-03-16,144.022.000806,СЗ,78_04196,3.0,2021-11-02,0.0,1.0,-231
32909,2021-03-16,132.346.000713,СЗ,78_04196,6.0,2021-11-02,0.0,1.0,-231
32910,2021-03-16,132.346.000713,СЗ,78_04196,6.0,2021-11-02,0.0,1.0,-231
32911,2021-03-16,248.346.000221,СЗ,78_04196,120.0,2021-11-02,0.0,1.0,-231
32912,2021-03-16,248.346.000221,СЗ,78_04196,120.0,2021-11-02,0.0,1.0,-231
32913,2021-03-16,143.022.002086,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-231
32914,2021-03-16,143.022.002086,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-231
32915,2021-03-16,277.346.000093,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-231
32916,2021-03-16,277.346.000093,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-231
32917,2021-03-16,243.022.000206,СЗ,78_04196,3.0,2021-11-02,0.0,1.0,-231
32918,2021-03-16,243.022.000206,СЗ,78_04196,3.0,2021-11-02,0.0,1.0,-231
32919,2021-03-18,244.022.000033,СЗ,78_04196,2.0,2021-11-02,0.0,1.0,-229
32920,2021-03-18,244.022.000033,СЗ,78_04196,2.0,2021-11-02,0.0,1.0,-229
32921,2021-03-18,161.346.000100,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32922,2021-03-18,161.346.000100,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32923,2021-03-18,244.022.000029,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32924,2021-03-18,244.022.000029,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32925,2021-03-18,244.022.000030,СЗ,78_04196,2.0,2021-11-02,0.0,1.0,-229
32926,2021-03-18,244.022.000030,СЗ,78_04196,2.0,2021-11-02,0.0,1.0,-229
32927,2021-03-18,181.346.000357,СЗ,78_04196,4.0,2021-11-02,0.0,1.0,-229
32928,2021-03-18,181.346.000357,СЗ,78_04196,4.0,2021-11-02,0.0,1.0,-229
32929,2021-03-18,239.022.000060,СЗ,78_04196,110.0,2021-11-02,0.0,1.0,-229
32930,2021-03-18,239.022.000060,СЗ,78_04196,110.0,2021-11-02,0.0,1.0,-229
32931,2021-03-18,181.022.000001,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32932,2021-03-18,181.022.000001,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32933,2021-03-18,161.346.000099,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32934,2021-03-18,161.346.000099,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32935,2021-03-18,244.346.000540,СЗ,78_04196,2.0,2021-11-02,0.0,1.0,-229
32936,2021-03-18,244.346.000540,СЗ,78_04196,2.0,2021-11-02,0.0,1.0,-229
32937,2021-03-18,181.022.000001,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32938,2021-03-18,181.022.000001,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32939,2021-03-18,181.346.000357,СЗ,78_04196,4.0,2021-11-02,0.0,1.0,-229
32940,2021-03-18,181.346.000357,СЗ,78_04196,4.0,2021-11-02,0.0,1.0,-229
32941,2021-03-18,157.346.000097,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32942,2021-03-18,157.346.000097,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32943,2021-03-18,157.346.000097,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32944,2021-03-18,157.346.000097,СЗ,78_04196,1.0,2021-11-02,0.0,1.0,-229
32945,2021-03-18,239.022.000060,СЗ,78_04196,40.0,2021-11-02,0.0,1.0,-229
32946,2021-03-18,239.022.000060,СЗ,78_04196,40.0,2021-11-02,0.0,1.0,-229
32947,2021-03-16,761.889.000337,СЗ,78_04215,3.0,2021-11-27,0.0,1.0,-256
32948,2021-03-16,761.889.000337,СЗ,78_04215,3.0,2021-11-27,0.0,1.0,-256
32949,2021-03-16,132.346.000714,СЗ,78_04215,6.0,2021-11-27,0.0,1.0,-256
32950,2021-03-16,132.346.000714,СЗ,78_04215,6.0,2021-11-27,0.0,1.0,-256
32951,2021-03-16,243.022.000206,СЗ,78_04215,3.0,2021-11-27,0.0,1.0,-256
32952,2021-03-16,243.022.000206,СЗ,78_04215,3.0,2021-11-27,0.0,1.0,-256
32953,2021-03-16,143.022.001993,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-256
32954,2021-03-16,143.022.001993,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-256
32955,2021-03-16,248.346.000221,СЗ,78_04215,195.0,2021-11-27,0.0,1.0,-256
32956,2021-03-16,248.346.000221,СЗ,78_04215,195.0,2021-11-27,0.0,1.0,-256
32957,2021-03-16,144.022.000536,СЗ,78_04215,3.0,2021-11-27,0.0,1.0,-256
32958,2021-03-16,144.022.000536,СЗ,78_04215,3.0,2021-11-27,0.0,1.0,-256
32959,2021-03-16,277.346.000093,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-256
32960,2021-03-16,277.346.000093,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-256
32961,2021-03-17,157.346.000108,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32962,2021-03-17,157.346.000108,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32963,2021-03-17,160.346.000035,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32964,2021-03-17,160.346.000035,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32965,2021-03-17,161.346.000116,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32966,2021-03-17,161.346.000116,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32967,2021-03-17,238.022.000060,СЗ,78_04215,65.0,2021-11-27,0.0,1.0,-255
32968,2021-03-17,238.022.000060,СЗ,78_04215,65.0,2021-11-27,0.0,1.0,-255
32969,2021-03-17,161.346.000115,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32970,2021-03-17,161.346.000115,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32971,2021-03-17,160.346.000035,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32972,2021-03-17,160.346.000035,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32973,2021-03-17,238.022.000060,СЗ,78_04215,80.0,2021-11-27,0.0,1.0,-255
32974,2021-03-17,238.022.000060,СЗ,78_04215,80.0,2021-11-27,0.0,1.0,-255
32975,2021-03-17,157.346.000108,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32976,2021-03-17,157.346.000108,СЗ,78_04215,1.0,2021-11-27,0.0,1.0,-255
32977,2021-04-16,261.348.000064,СЗ,78_04215,2.0,2021-11-27,0.0,1.0,-225
32978,2021-04-16,261.348.000064,СЗ,78_04215,2.0,2021-11-27,0.0,1.0,-225
32979,2021-03-16,277.346.000093,СЗ,78_04268,1.0,2021-06-27,0.0,1.0,-103
32980,2021-03-16,277.346.000093,СЗ,78_04268,1.0,2021-06-27,0.0,1.0,-103
32981,2021-03-16,213.346.001392,СЗ,78_04268,24.0,2021-06-27,0.0,1.0,-103
32982,2021-03-16,213.346.001392,СЗ,78_04268,24.0,2021-06-27,0.0,1.0,-103
32983,2021-03-16,238.346.000793,СЗ,78_04268,144.0,2021-06-27,0.0,1.0,-103
32984,2021-03-16,238.346.000793,СЗ,78_04268,144.0,2021-06-27,0.0,1.0,-103
32985,2021-03-16,248.346.000221,СЗ,78_04268,228.0,2021-06-27,0.0,1.0,-103
32986,2021-03-16,248.346.000221,СЗ,78_04268,228.0,2021-06-27,0.0,1.0,-103
32987,2021-03-16,144.022.000806,СЗ,78_04268,6.0,2021-06-27,0.0,1.0,-103
32988,2021-03-16,144.022.000806,СЗ,78_04268,6.0,2021-06-27,0.0,1.0,-103
32989,2021-03-16,761.889.000337,СЗ,78_04268,3.0,2021-06-27,0.0,1.0,-103
32990,2021-03-16,761.889.000337,СЗ,78_04268,3.0,2021-06-27,0.0,1.0,-103
32991,2021-03-16,143.022.002032,СЗ,78_04268,1.0,2021-06-27,0.0,1.0,-103
32992,2021-03-16,143.022.002032,СЗ,78_04268,1.0,2021-06-27,0.0,1.0,-103
32993,2021-03-16,144.022.000679,СЗ,78_04268,3.0,2021-06-27,0.0,1.0,-103
32994,2021-03-16,144.022.000679,СЗ,78_04268,3.0,2021-06-27,0.0,1.0,-103
32995,2021-03-16,261.348.000063,СЗ,78_04268,2.0,2021-06-27,0.0,1.0,-103
32996,2021-03-16,261.348.000063,СЗ,78_04268,2.0,2021-06-27,0.0,1.0,-103
32997,2021-04-06,238.036.000003,СЗ,78_04268,70.0,2021-06-27,0.0,1.0,-82
32998,2021-04-06,238.036.000003,СЗ,78_04268,70.0,2021-06-27,0.0,1.0,-82
32999,2021-04-06,213.036.000018,СЗ,78_04268,1.0,2021-06-27,0.0,1.0,-82
33000,2021-04-06,213.036.000018,СЗ,78_04268,1.0,2021-06-27,0.0,1.0,-82
33001,2021-04-06,213.036.000018,СЗ,78_04268,1.0,2021-06-27,0.0,1.0,-82
